60.60606,692.9294
70.70707,692.9294
70.70707,685.8586
80.80808,685.8586
80.80808,678.788
90.9091,678.788
101.0101,678.788
101.0101,671.7172
101.0101,664.6465
111.1111,664.6465
121.2121,664.6465
131.3131,664.6465
141.4141,664.6465
141.4141,657.5758
141.4141,650.5051
141.4141,643.4344
151.5152,643.4344
161.6162,643.4344
171.7172,643.4344
171.7172,636.3637
181.8182,636.3637
191.9192,636.3637
191.9192,629.293
191.9192,622.2223
191.9192,615.1516
202.0202,615.1516
202.0202,622.2223
212.1212,622.2223
212.1212,615.1516
212.1212,608.0809
222.2222,608.0809
222.2222,601.0102
222.2222,593.9395
232.3232,593.9395
242.4243,593.9395
242.4243,586.8688
242.4243,579.798
252.5253,579.798
252.5253,572.7274
252.5253,565.6566
262.6263,565.6566
262.6263,558.5859
262.6263,551.5152
272.7273,551.5152
282.8283,551.5152
282.8283,544.4445
292.9293,544.4445
292.9293,537.3738
292.9293,530.3031
292.9293,523.2324
292.9293,516.1617
292.9293,509.091
292.9293,502.0203
292.9293,494.9496
292.9293,487.8788
292.9293,480.8081
292.9293,473.7374
282.8283,473.7374
272.7273,473.7374
272.7273,466.6667
272.7273,459.596
272.7273,452.5253
262.6263,452.5253
252.5253,452.5253
252.5253,445.4546
242.4243,445.4546
242.4243,438.3839
232.3232,438.3839
222.2222,438.3839
212.1212,438.3839
212.1212,431.3132
202.0202,431.3132
202.0202,424.2425
202.0202,417.1718
191.9192,417.1718
191.9192,410.101
191.9192,403.0303
181.8182,403.0303
181.8182,395.9596
181.8182,388.8889
171.7172,388.8889
161.6162,388.8889
161.6162,381.8182
161.6162,374.7475
161.6162,367.6768
151.5152,367.6768
151.5152,360.6061
151.5152,353.5354
151.5152,346.4647
161.6162,346.4647
171.7172,346.4647
171.7172,339.394
171.7172,332.3233
171.7172,325.2526
171.7172,318.1819
171.7172,311.1111
161.6162,311.1111
161.6162,304.0404
161.6162,296.9697
161.6162,289.899
161.6162,282.8283
161.6162,275.7576
161.6162,268.6869
151.5152,268.6869
151.5152,261.6162
141.4141,261.6162
141.4141,254.5455
141.4141,247.4748
141.4141,240.4041
141.4141,233.3334
141.4141,226.2626
141.4141,219.1919
131.3131,219.1919
131.3131,212.1212
131.3131,205.0505
131.3131,197.9798
141.4141,197.9798
141.4141,190.9091
151.5152,190.9091
161.6162,190.9091
161.6162,183.8384
161.6162,176.7677
161.6162,169.697
161.6162,162.6263
171.7172,162.6263
171.7172,155.5556
171.7172,148.4849
181.8182,148.4849
181.8182,141.4142
181.8182,134.3434
191.9192,134.3434
191.9192,127.2727
191.9192,120.202
202.0202,120.202
202.0202,113.1313
212.1212,113.1313
212.1212,106.0606
212.1212,98.98991
222.2222,98.98991
222.2222,91.9192
232.3232,91.9192
232.3232,84.8485
242.4243,84.8485
252.5253,84.8485
252.5253,91.9192
262.6263,91.9192
272.7273,91.9192
272.7273,98.98991
282.8283,98.98991
282.8283,106.0606
282.8283,113.1313
292.9293,113.1313
292.9293,120.202
303.0303,120.202
303.0303,127.2727
313.1313,127.2727
313.1313,134.3434
323.2323,134.3434
333.3333,134.3434
333.3333,141.4142
343.4344,141.4142
343.4344,148.4849
353.5354,148.4849
363.6364,148.4849
373.7374,148.4849
373.7374,155.5556
383.8384,155.5556
383.8384,162.6263
393.9394,162.6263
393.9394,169.697
393.9394,176.7677
404.0404,176.7677
414.1414,176.7677
424.2424,176.7677
424.2424,183.8384
424.2424,190.9091
434.3434,190.9091
434.3434,197.9798
444.4445,197.9798
454.5455,197.9798
454.5455,205.0505
464.6465,205.0505
474.7475,205.0505
484.8485,205.0505
494.9495,205.0505
505.0505,205.0505
515.1516,205.0505
525.2526,205.0505
535.3536,205.0505
535.3536,197.9798
545.4545,197.9798
545.4545,190.9091
555.5555,190.9091
555.5555,183.8384
565.6566,183.8384
565.6566,176.7677
565.6566,169.697
575.7576,169.697
585.8586,169.697
585.8586,162.6263
585.8586,155.5556
585.8586,148.4849
585.8586,141.4142
595.9596,141.4142
595.9596,134.3434
595.9596,127.2727
595.9596,120.202
606.0606,120.202
606.0606,113.1313
616.1616,113.1313
616.1616,106.0606
626.2626,106.0606
636.3636,106.0606
646.4647,106.0606
656.5657,106.0606
666.6667,106.0606
666.6667,98.98991
676.7677,98.98991
676.7677,91.9192
676.7677,84.8485
686.8687,84.8485
696.9697,84.8485
707.0707,84.8485
717.1718,84.8485
717.1718,91.9192
727.2728,91.9192
737.3738,91.9192
747.4748,91.9192
757.5757,91.9192
767.6768,91.9192
777.7778,91.9192
787.8788,91.9192
787.8788,84.8485
797.9798,84.8485
808.0808,84.8485
808.0808,91.9192
808.0808,98.98991
808.0808,106.0606
808.0808,113.1313
818.1818,113.1313
818.1818,120.202
818.1818,127.2727
818.1818,134.3434
828.2828,134.3434
838.3839,134.3434
848.4849,134.3434
858.5859,134.3434
858.5859,141.4142
858.5859,148.4849
858.5859,155.5556
868.6869,155.5556
868.6869,162.6263
868.6869,169.697
878.7879,169.697
878.7879,176.7677
878.7879,183.8384
878.7879,190.9091
878.7879,197.9798
878.7879,205.0505
878.7879,212.1212
878.7879,219.1919
878.7879,226.2626
878.7879,233.3334
878.7879,240.4041
888.8889,240.4041
898.9899,240.4041
898.9899,247.4748
909.0909,247.4748
919.192,247.4748
929.293,247.4748
939.394,247.4748
939.394,254.5455
949.495,254.5455
949.495,261.6162
949.495,268.6869
949.495,275.7576
949.495,282.8283
949.495,289.899
949.495,296.9697
949.495,304.0404
949.495,311.1111
949.495,318.1819
959.596,318.1819
959.596,325.2526
969.697,325.2526
969.697,332.3233
969.697,339.394
969.697,346.4647
969.697,353.5354
959.596,353.5354
959.596,360.6061
959.596,367.6768
959.596,374.7475
959.596,381.8182
959.596,388.8889
959.596,395.9596
949.495,395.9596
949.495,403.0303
949.495,410.101
949.495,417.1718
949.495,424.2425
949.495,431.3132
939.394,431.3132
929.293,431.3132
929.293,424.2425
919.192,424.2425
909.0909,424.2425
898.9899,424.2425
898.9899,431.3132
888.8889,431.3132
878.7879,431.3132
868.6869,431.3132
858.5859,431.3132
848.4849,431.3132
838.3839,431.3132
828.2828,431.3132
818.1818,431.3132
808.0808,431.3132
797.9798,431.3132
787.8788,431.3132
787.8788,438.3839
777.7778,438.3839
767.6768,438.3839
757.5757,438.3839
747.4748,438.3839
737.3738,438.3839
727.2728,438.3839
717.1718,438.3839
707.0707,438.3839
696.9697,438.3839
686.8687,438.3839
676.7677,438.3839
666.6667,438.3839
666.6667,445.4546
656.5657,445.4546
646.4647,445.4546
646.4647,452.5253
636.3636,452.5253
626.2626,452.5253
626.2626,459.596
616.1616,459.596
606.0606,459.596
595.9596,459.596
595.9596,466.6667
585.8586,466.6667
585.8586,473.7374
585.8586,480.8081
575.7576,480.8081
565.6566,480.8081
565.6566,487.8788
555.5555,487.8788
555.5555,494.9496
555.5555,502.0203
555.5555,509.091
555.5555,516.1617
555.5555,523.2324
555.5555,530.3031
565.6566,530.3031
565.6566,537.3738
575.7576,537.3738
585.8586,537.3738
595.9596,537.3738
595.9596,544.4445
606.0606,544.4445
606.0606,551.5152
606.0606,558.5859
616.1616,558.5859
616.1616,565.6566
626.2626,565.6566
626.2626,572.7274
626.2626,579.798
636.3636,579.798
646.4647,579.798
656.5657,579.798
666.6667,579.798
676.7677,579.798
686.8687,579.798
686.8687,586.8688
696.9697,586.8688
707.0707,586.8688
717.1718,586.8688
717.1718,593.9395
727.2728,593.9395
727.2728,601.0102
727.2728,608.0809
727.2728,615.1516
727.2728,622.2223
727.2728,629.293
727.2728,636.3637
727.2728,643.4344
727.2728,650.5051
727.2728,657.5758
727.2728,664.6465
727.2728,671.7172
737.3738,671.7172
747.4748,671.7172
757.5757,671.7172
767.6768,671.7172
767.6768,678.788
767.6768,685.8586
777.7778,685.8586
777.7778,692.9294
787.8788,692.9294
797.9798,692.9294
808.0808,692.9294
818.1818,692.9294
828.2828,692.9294
838.3839,692.9294
848.4849,692.9294
858.5859,692.9294
858.5859,685.8586
858.5859,678.788
858.5859,671.7172
868.6869,671.7172
878.7879,671.7172
888.8889,671.7172
888.8889,664.6465
898.9899,664.6465
909.0909,664.6465
909.0909,657.5758
919.192,657.5758
929.293,657.5758
939.394,657.5758
939.394,664.6465
939.394,671.7172
929.293,671.7172
929.293,678.788
919.192,678.788
919.192,685.8586
